Run,Generation,Individual Index,Fitness,Amplitude,Phase,Offset
1,0,6,0.0,"[0.10987693456683584, 0.03955753990755212, 0.46118864298144036, 0.1865075226149105, 0.37621997436055465, 0.3211019304562439, 0.2502860030370773, 0.3685554476954373, 0.06561833916171578, 0.40627873943464354, 0.08844777871057358, 0.366081905316594, 0.12500695544521484, 0.25054440915318493, 0.09113142684045072, 0.4951105356625958, 0.1397284347459224, 0.16756131364150445]","[1.1970523648259201, 1.967781050396263, 0.09910979366984411, 0.8448678848223611, 3.571795691438348, 3.0496172693095787, 5.412602947730683, 2.049090993063368, 1.9967794796025315, 2.4256267324864407, 2.891377265005972, 1.8948070151506715, 1.9831710966071687, 1.76311985035844, 0.8509402791069745, 3.0185076475732653, 6.257719625025593, 5.13391169911926]","[-0.279591970947094, 0.4685502023838011, -0.2648844823797972, -0.39964405191506247, 0.1967588986825235, -0.13298535951148593, 0.39798586527099544, 0.22183470624359225, 0.1760977919597969, 0.020206622752495407, -0.49702716798824265, 0.30393548240129165, -0.38861222850957666, -0.0003452142426041416, -0.21972958513979324, 0.2589273413962413, -0.13443740521401426, 0.29826953627903996]"
1,0,0,0.0,"[0.3812767613556712, 0.28058865073448636, 0.05355131311442113, 0.1938148059663553, 0.1923796345505424, 0.4256052547745599, 0.05113803261159183, 0.4455124184254321, 0.4586417346855874, 0.3772878867469763, 0.339396440683691, 0.00794954631694439, 0.10024191669504362, 0.1316974367869473, 0.2447365139658606, 0.41352504972815085, 0.37901513770247824, 0.16753305594998158]","[0.8951491613879439, 1.8395200845923996, 6.280750828618442, 3.225971188129579, 6.041891651915383, 3.1560526808991867, 2.1242817296918406, 4.525002820084748, 4.746039238035802, 5.972352204926789, 2.5269945543195216, 4.857309351147216, 2.8945515245711895, 5.7027255578714025, 4.884597660228569, 1.5530771517699231, 5.014801057085257, 0.09272429604356294]","[-0.45568682493653945, 0.47422195077995166, -0.316702444874736, 0.2464239101908725, -0.3448602191308451, -0.31592608874827177, -0.3036980348066517, -0.20719897264019205, 0.1893913413177729, -0.4358487877678259, 0.11170173267989514, -0.42264649950136857, 0.0032527335267413804, 0.22108760119129056, 0.22840398814636476, -0.4497645410301313, 0.11072933517521377, 0.2438458975264568]"
1,0,1,0.0,"[0.1913366104062253, 0.028969987692951227, 0.15074207856261762, 0.13219515925836683, 0.13971112850000206, 0.3568202470386261, 0.3150191945175726, 0.03734654842955909, 0.026584784594016808, 0.45601147115231444, 0.054005419736199434, 0.05713771553321201, 0.09898418694578354, 0.3944202868482023, 0.0073599805468451684, 0.37372180718278464, 0.4006543868117121, 0.30597015234461916]","[2.563909749558624, 3.650318090565831, 0.5499921818693766, 0.5215520839833511, 3.1172837850628317, 1.490013420796559, 4.326763498399203, 2.804125565961775, 3.804810829121985, 5.942163981241073, 5.347378774170323, 3.807322107662414, 3.238571314870147, 6.115670720640472, 1.7957856021587866, 1.6488377987022391, 0.6230593408467837, 4.458841797660963]","[0.1621311283514928, 0.2553111256119518, 0.13684209353060972, -0.36007965027337097, 0.06529542214016704, -0.26363632536634707, 0.4657607207737561, -0.23715648830269032, -0.07839460157442824, 0.4372095762016388, 0.23048219292839522, -0.37875774311726773, -0.3940977788940967, 0.02032833757442687, -0.08089642242508988, 0.18988427518622586, -0.4828420560158846, 0.22168038292924597]"
1,0,2,0.0,"[0.4294134828010105, 0.18702008910728102, 0.03249170417353725, 0.2853063590996683, 0.20408277684244341, 0.41644517533864184, 0.10529440485862673, 0.10362526064021171, 0.18531043999870633, 0.08246721324754613, 0.33013958025278695, 0.3832864793717924, 0.3460431739629851, 0.4666285461538581, 0.47818895953472274, 0.014857693044088627, 0.1699574343015527, 0.2057469622440528]","[0.5208649365818935, 6.006173081795598, 5.482704470842711, 4.351025665991768, 1.5419696315172384, 3.6649367577009553, 2.2551873662364335, 4.328597443275224, 3.149401365817515, 0.20757309207381555, 0.12910848810788902, 3.720602828304242, 2.048737861212185, 1.7810389021250852, 1.8450835552288583, 4.785423303741341, 3.177802541546445, 0.9406518814188105]","[-0.36135200845451576, 0.44996837379055543, -0.1855221314331542, 0.10888630296042945, -0.38131871254955385, -0.23012050012440455, 0.042240271419320075, -0.20043096911457048, -0.3323148784034039, 0.15252948922899712, 0.027403035801234155, 0.2662588023798077, -0.4968707100975649, -0.12488380698385437, 0.10148853593281204, 0.3636824659389849, 0.08491426665022683, 0.18593681533030693]"
1,0,3,0.0,"[0.17815646744344377, 0.20595050482246025, 0.19540192559982894, 0.05390995805157772, 0.0023684638134359726, 0.3961702880824584, 0.30274413016665447, 0.11968018659351759, 0.4015390151812296, 0.3048303893335363, 0.49873482108621914, 0.38950541454082915, 0.3758965375925324, 0.15781983889552564, 0.46688510943447076, 0.24424587315324864, 0.1213209024672427, 0.3571261108085714]","[4.9632197954410335, 4.949886692909686, 4.815000250737013, 0.7309450660103308, 3.5099425253223586, 1.8384345431398168, 0.5366313088830715, 1.0982273956713524, 2.809372712046101, 3.1084695736262558, 3.722708697630986, 1.5353712448796846, 4.632728420595698, 5.6244090198375645, 4.591648151448561, 1.3618953975101435, 0.30361844481579797, 0.5391324247817009]","[-0.12050529371489405, 0.05917271409753633, -0.044887897623737905, -0.25930029152812095, -0.1416280206790762, -0.10064908376346504, -0.06465413977502066, -0.13184270560822842, -0.3546763501139274, 0.15389068189474386, -0.20861930141458962, 0.3534151377457666, 0.09885845050277609, 0.4405278562442597, 0.12627714935739698, -0.3444490035346388, 0.34968247305099254, 0.23558009389694756]"
1,0,4,0.0,"[0.4696606592247449, 0.39284290662849897, 0.22938811915791002, 0.39238262491427256, 0.3927351635592119, 0.26782990091742115, 0.25374561467315654, 0.47150983245716144, 0.19640317028887838, 0.18100976662630652, 0.4262190259621714, 0.498272504699824, 0.32866314462913265, 0.025279630805448705, 0.16507342797223884, 0.05628303283175218, 0.17060520951835928, 0.02138676551449331]","[5.790370745567186, 5.380780558191146, 5.493374017463627, 3.1822231186639747, 5.865784861184644, 5.350279204085784, 2.447939443956745, 4.487335127009798, 5.925806426302322, 4.569333061890689, 2.231357669913008, 4.93232660475226, 0.031565392819392774, 2.71116112063197, 3.652607941965128, 3.343781666904036, 5.914839314355976, 1.2107694609247959]","[0.4575487367929769, -0.10175372894898538, -0.429332359389195, 0.003290522794414108, -0.05162138759697121, -0.09223697563733702, 0.16316217894483354, 0.04269981341098872, -0.2785080144663096, -0.011823313689892534, 0.3156528693163174, 0.3178664495833443, 0.43246908879450296, -0.28573443472700777, 0.45035947390943565, 0.06604415973795008, -0.4214876360881106, -0.06646863113144486]"
1,0,5,0.0,"[0.12721006116086564, 0.12409286619209814, 0.3752410631027016, 0.14068585192554334, 0.29728506887461054, 0.4342053863511288, 0.3789608710580487, 0.0055119449077221105, 0.08718816553046377, 0.43238056966476146, 0.2325375573740135, 0.31259313486358237, 0.060734056285949356, 0.34405178228307365, 0.3501954206450895, 0.04524955933840519, 0.25934654562295156, 0.4958983332419869]","[1.3595974558919688, 2.2681608235689983, 0.20981443754391343, 0.024699243926105594, 1.8137145954726175, 1.779715722213479, 0.6080027795019032, 2.5293717427631948, 0.33534332470325107, 1.298815903350003, 4.270530478218975, 3.5756016453505803, 2.1826632574826794, 1.0151580659764285, 4.2769727605734165, 0.7603267067859976, 6.0547458494108986, 4.561526865955796]","[0.02997873475249424, 0.31320960556582444, -0.44802627402092965, -0.4222733990191042, 0.4231137222413236, -0.14750398529024578, 0.20408399616096318, 0.12208155325528303, 0.014536092565688219, -0.2050281075193825, -0.3489151249202188, -0.053968709592705166, -0.14323437815141393, 0.011803709199443513, -0.25272202456372594, -0.4180137058324195, 0.36499677251847373, -0.16471592159935855]"
1,0,6,0.0,"[0.30534702780695755, 0.15161976577728986, 0.3352319342204261, 0.3081565406954874, 0.3319603823134699, 0.30170383843652165, 0.25998315329994803, 0.047486209816200664, 0.24069986594002918, 0.2859833674840058, 0.4376026753044254, 0.24851840418650667, 0.4195776113725012, 0.2426378077049487, 0.4563040069070119, 0.05880929068376761, 0.2792334996208551, 0.15653901247988322]","[0.7221535863004485, 0.9982197161805022, 0.5284087514462626, 4.8704015672407035, 3.458360810661835, 3.773758465701413, 0.9770826361816379, 0.5170384004097218, 0.9563592414091323, 4.0008924417886975, 6.007260298316986, 4.601129209752652, 0.6454151679444613, 0.7229655837155212, 1.4224242260714879, 1.6084493033156828, 2.2759950551129076, 3.948754528022314]","[0.1469620335089703, 0.21050584447063148, -0.30788184453947753, 0.408996182176973, -0.13001719399512668, 0.18448474731064468, 0.06115588475688083, 0.2050653417583217, 0.4004275177771447, -0.01930729252343444, 0.44180973001882407, -0.48291395131185355, -0.14291049443976545, -0.0856184849366276, -0.03636562607509419, 0.02276698222732687, -0.26875785466083857, 0.05116148397797515]"
1,0,7,0.0,"[0.19482389760393726, 0.14398556591936063, 0.06410459740196511, 0.10478632854794229, 0.17751954267961217, 0.11239008580605164, 0.2511395674546494, 0.345305930149451, 0.13512254039564747, 0.2341207363947269, 0.39523621961419875, 0.19902159021457694, 0.20424755050937377, 0.4070319162325601, 0.24669550699327691, 0.06729172690233842, 0.23473684311111498, 0.4750816222217298]","[1.0242392990314533, 2.060592580005502, 4.46457072943285, 3.896991799498687, 5.906368219269378, 5.443822652897534, 4.534949080086652, 4.817948414422963, 0.7668824289107273, 4.9989238824329725, 0.12866801385251042, 1.6299414579414, 5.575387096954212, 0.6144961067258409, 0.5259273157654528, 0.6072745240557672, 3.7177164821948727, 3.8524094337110815]","[0.04195564713049982, -0.4204373069144117, 0.07586605685321368, -0.005235407752280263, -0.4154969933507531, -0.279148987695533, -0.24128205106474, 0.40902300189228125, -0.19156807708010892, 0.24597569535257613, -0.45089850631096473, -0.019029487807361578, -0.1726489111474696, -0.40109835080889567, 0.46754848246632397, 0.06610211500462182, -0.4877855922541444, 0.46025280652864686]"
1,0,8,0.0,"[0.06556773473264732, 0.44249097283782274, 0.16405579956492228, 0.4116115761665462, 0.39272827479408734, 0.46375692271898356, 0.46397403297431183, 0.13608221608914256, 0.07504862553519409, 0.4083281757416304, 0.11465863321344505, 0.3968726532702475, 0.2009574894540988, 0.4187444032428607, 0.4376780413355639, 0.45141364203460926, 0.09458182795763626, 0.2426398246467092]","[0.764490400656985, 0.14869989355488927, 3.2153157997959907, 5.388957908076545, 3.378901170265648, 4.262864938136907, 5.339080398455892, 3.682761400143956, 4.450189690461586, 4.600471032873584, 0.2452161106143021, 1.26245601933027, 2.318291843777055, 2.660788645519302, 4.504974187152088, 2.5415295942272644, 2.9897751047397514, 5.040400402477286]","[-0.13314652810158145, -0.40802531104854356, -0.3101646057906102, -0.47955949446755997, 0.15318746678229767, -0.4724453289383701, -0.1446354895574038, -0.31068163908129887, -0.2923112250910205, 0.1942564508135517, -0.13124358871586672, -0.15716929413348102, 0.16378121042440852, -0.21468828682465435, 0.14694816613681805, 0.4160345376778388, -0.49355616767193156, 0.25266682925656037]"
1,0,9,0.0,"[0.2942870860149168, 0.015881081647369955, 0.19427851380912603, 0.16602528284173967, 0.056184985808011345, 0.2529713561668126, 0.21082720730585308, 0.007107606213764717, 0.0665203996928152, 0.1313302953792594, 0.014119761866917657, 0.12252424490847302, 0.4422887813587164, 0.23622378359529506, 0.19977359084743423, 0.219470232534066, 0.2654892870354643, 0.43391706404691227]","[2.2377518479475156, 1.261260435621613, 0.3676262522723481, 0.46692713612607994, 2.808956878111573, 1.243036670851962, 0.7296034362494694, 5.995415014091267, 2.1351398175743377, 0.7922895217654116, 3.7655982001516866, 4.346471819800995, 4.459822333534006, 0.06537037539443809, 2.1105897511835665, 1.6405548629752311, 6.052805014578107, 4.172890802537476]","[-0.3766425810457974, 0.11752281491170824, -0.09688676697763832, 0.09731802081209795, 0.19537309482905252, 0.08126519568521862, -0.31705393014900896, 0.19942508992522046, 0.05769327954671999, 0.43485489564124113, 0.2595972715967091, -0.07524264764645827, -0.288900130207853, -0.26392779575011305, -0.4371561735596492, 0.4071058093682187, 0.375093065736416, 0.1414776781335525]"
1,0,10,0.0,"[0.42855748077660133, 0.4513049856153723, 0.27734427724303995, 0.08286919405822457, 0.20594959659487627, 0.10308288605406662, 0.05993354810138379, 0.23360870120105093, 0.0013332928635477748, 0.24422585172795142, 0.32598861672121554, 0.3811755945754871, 0.4134301571118332, 0.2626735407613738, 0.13613478676888496, 0.2829568861108578, 0.3026567577219392, 0.10037746992793195]","[2.3809960746976757, 2.540958326587337, 4.17885658873822, 5.354985345339439, 3.358749734265353, 4.428784083796672, 3.585816031792715, 2.719426702456013, 4.731767767546605, 3.919288820957041, 5.074140840218776, 4.791009831265364, 3.2091788976096307, 5.107935602432, 0.41878610422277035, 1.6744515859239213, 4.315091011895328, 3.1517304224924425]","[0.42397208041437207, -0.3239140146124453, 0.18532867713550116, 0.22872564451672772, -0.27381776515123724, 0.22531995046398645, -0.34055510722717397, -0.40013096709138474, 0.01946398593928078, -0.08231176735126933, -0.3457882100832238, -0.05706706050395094, 0.34001265025871563, 0.41144342386646005, 0.46101435654306, -0.0443795948554484, 0.2173454602336129, -0.33983586338311866]"
1,0,11,0.0,"[0.2863325909667004, 0.17403232907082117, 0.22904883354650202, 0.15863673016244356, 0.20163358263614906, 0.4815831227536273, 0.17220491796403892, 0.09526416485159922, 0.35437133241742697, 0.07493430851868538, 0.35966740152397775, 0.3831067863763598, 0.4150578282670747, 0.4551130435032171, 0.2152764327440419, 0.2520880619592973, 0.15805648996235594, 0.13082659054607987]","[2.598481396028784, 2.755631037353733, 3.744772660596075, 1.1068262673280964, 5.502102770834613, 5.390955452907112, 5.610365159340772, 2.0690013674537524, 5.231331809166758, 5.695890910303968, 3.48241705700043, 2.9036581253533167, 2.092015792425393, 2.75515643311046, 2.379163938526465, 4.295700772021918, 2.867628254286749, 5.519247833300718]","[0.41994989650032366, 0.2665742179970799, -0.009755665639115452, -0.44495284942048485, -0.17952622748512748, 0.3107811252908468, -0.41759463982197853, 0.018980903623047163, -0.4724478192338728, 0.33911894247589036, 0.259886915433471, 0.14527345869874897, -0.4907900816897014, 0.10615638458466747, -0.14089310612814132, 0.018850020917372534, -0.2185804246306451, 0.36377923840808024]"
1,0,12,0.0,"[0.22239739118671992, 0.00030533531041482265, 0.2368986198423127, 0.3896426695670223, 0.4323994308536719, 0.1308409561965509, 0.18469009540388803, 0.17408932861146437, 0.1798068802858807, 0.3504221553098958, 0.4395784187458104, 0.07005746046997607, 0.4891094939160391, 0.3726849479602503, 0.24280066648505472, 0.04344976385510624, 0.435362411843964, 0.33265840139529534]","[3.1431026610559814, 0.11605241677489801, 2.74700441510354, 4.842458554123407, 3.2735627910799394, 5.376685264839057, 2.8886603685223786, 2.150790062687147, 3.138942439066888, 1.4439500683981772, 2.1607972619287272, 5.685120841020233, 2.8420272058058154, 5.274612848567295, 3.861917885756758, 1.3331751973222685, 2.415122090542404, 5.5779846678148655]","[0.09716074048722156, 0.43137040973818785, -0.34019714664585887, 0.21338994953234514, -0.3130075620342565, -0.08276911837061496, -0.16315059843518032, 0.06080919925623263, -0.03871784172720649, 0.05996247704235691, -0.27562019830807705, -0.09993124180055624, 0.3509113430777724, 0.30477262775155467, 0.13571550676255673, -0.41836184973084634, -0.3808202815770739, 0.07654908114629189]"
1,0,13,0.0,"[0.45221169144249673, 0.15175783612794108, 0.4077209017602295, 0.07443838199712871, 0.07382927503863185, 0.33260637895163403, 0.4503166639377951, 0.28896529605689664, 0.1883761422679766, 0.01751683770264828, 0.2744294891035984, 0.36433872742960594, 0.15360312677498467, 0.4753783498421544, 0.36307421874484375, 0.31339242918544263, 0.3357921094641157, 0.09856300384253336]","[3.058444071629484, 4.584330831128732, 1.3762045917589913, 0.3084288390707169, 5.009687224026385, 1.978579938987654, 0.9727458993746247, 5.796702073671708, 3.901404084319674, 6.048120518088414, 0.3914807360176924, 4.0980224591891865, 2.6707295880453636, 6.113980273850227, 1.5613641866807784, 1.8529840252318874, 4.706108869667039, 1.685997092974423]","[-0.3712682365134854, 0.21274770238926632, -0.12129243217536934, 0.32671400945550755, 0.19958921677939978, 0.21397796308224815, 0.041169153099836264, -0.41631092313461315, -0.09725393366615687, -0.4821157904170491, 0.4591160494983101, 0.29814689881530865, 0.2901096166646493, 0.4844501212840383, 0.42853874607848075, 0.1011758438787499, 0.4198178408033605, -0.3635733852951075]"
